SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,COUNTS,SAMPVOL_L
93-50,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,1,1
93-50,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
93-50,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,7,1
93-50,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3,1
93-50,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,1,1
93-50,Proboscia alata,Centric diatom,Proboscia,alata,1,1
93-51,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
93-51,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,4,1
93-51,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,1,1
93-51,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,4,1
93-51,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,2,1
93-51,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,8,1
93-51,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3,1
93-51,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,9,1
93-51,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
93-51,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,4,1
93-51,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,1,1
93-51,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,1,1
93-51,Proboscia alata,Centric diatom,Proboscia,alata,1,1
93-51,Proboscia inermis,Centric diatom,Proboscia,inermis,1,1
93-51,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,1,1
93-52,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,4,1
93-52,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,6,1
93-52,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,4,1
93-52,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
93-52,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
93-52,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,5,1
93-52,Proboscia alata,Centric diatom,Proboscia,alata,2,1
93-52,Proboscia inermis,Centric diatom,Proboscia,inermis,1,1
93-53,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,3,1
94-1,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
94-1,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,4,1
94-1,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,7,1
94-1,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,2,1
94-1,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,4,1
94-1,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,7,1
94-1,Rhizosolenia simplex,Centric diatom,Rhizosolenia,simplex,1,1
94-2,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
94-2,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,8,1
94-2,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,2,1
94-2,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3,1
94-2,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
94-2,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10,1
94-2,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,2,1
94-3,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3,1
94-3,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,1,1
94-3,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,10,1
94-3,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,2,1
94-3,Cocconeis fasciolata,Pennate diatom,Cocconeis,fasciolata,1,1
94-3,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,3,1
94-3,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,8,1
94-3,Fragilariopsis curta,Pennate diatom,Fragilariopsis,curta,1,1
94-3,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,1,1
94-4,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,3,1
94-4,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,1,1
94-4,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,1,1
94-4,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,5,1
94-4,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,1,1
94-4,Proboscia alata,Centric diatom,Proboscia,alata,1,1
94-5,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,1,1
94-5,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,2,1
94-5,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),2,1
94-5,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
94-5,Corethron pennatum,Centric diatom,Corethron,pennatum,1,1
94-5,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,8,1
94-5,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,1,1
94-5,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,2,1
94-6,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
94-6,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
94-6,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,7,1
94-6,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,1,1
94-6,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,1,1
94-6,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,6,1
94-6,Proboscia alata,Centric diatom,Proboscia,alata,1,1
94-7,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
94-7,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,2,1
94-7,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),3,1
94-7,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,8,1
94-7,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,2,1
94-7,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,5,1
94-7,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,1,1
94-7,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,15,1
94-7,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,6,1
94-8,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
94-8,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,1,1
94-8,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3,1
94-8,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,5,1
94-8,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),2,1
94-8,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,14,1
94-8,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,8,1
94-8,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,12,1
94-8,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,8,1
94-9,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,4,1
94-9,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,3,1
94-9,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,4,1
94-9,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,4,1
94-9,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,5,1
94-9,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,2,1
94-9,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,10,1
94-9,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,1,1
94-9,Fragilariopsis kerguelensis,Pennate diatom,Fragilariopsis,kerguelensis,1,1
94-10,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,2,1
94-10,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,2,1
94-11,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
94-11,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
94-11,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,5,1
94-12,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,1,1
94-13,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,1,1
94-14,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,2,1
94-15,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,1,1
94-15,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
94-16,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,1,1
94-16,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,2,1
94-16,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,2,1
94-16,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,5,1
94-17,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
94-17,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,1,1
94-17,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
94-17,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,5,1
94-18,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,1,1
94-19,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,1,1
94-19,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
94-19,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,2,1
94-20,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,2,1
94-20,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
94-20,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,1,1
94-20,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,1,1
94-22,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
94-22,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
94-23,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
94-23,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3,1
94-23,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,2,1
94-23,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
94-23,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,1,1
94-23,Trichotoxon reinboldii,Pennate diatom,Trichotoxon,reinboldii,1,1
94-23,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,2,1
94-24,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,2,1
94-24,Amphidinium hadai,Dinoflagellate,Amphidinium,hadai,1,1
94-24,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,4,1
94-24,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,2,1
94-24,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,2,1
94-24,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,1,1
94-25,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
94-25,Tripos pentagonus,Dinoflagellate,Tripos (Ceratium),pentagonus,1,1
94-25,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,2,1
94-25,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,2,1
94-25,Corethron pennatum,Centric diatom,Corethron,pennatum,1,1
94-25,Dactyliosolen antarcticus,Centric diatom,Dactyliosolen,antarcticus,1,1
94-25,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,5,1
94-25,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,1,1
94-26,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,2,1
94-26,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,2,1
94-26,Chaetoceros dichaetus,Centric diatom,Chaetoceros (Phaeoceros),dichaeta,1,1
94-26,Thalassiothrix antarctica,Pennate diatom,Thalassiothrix,antarctica,4,1
94-27,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
94-27,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),1,1
94-27,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
94-28,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,2,1
94-28,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),1,1
94-28,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
94-29,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
94-32,Tripos fusus/extensus,Dinoflagellate,Tripos (Amphiceratium),fusus/extensus,1,1
60-13,Ocelli,Other,(null),(null),0,1
61-13,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
61-13,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,0,1
61-13,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1
61-13,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
61-13,Foraminifera,Foraminifera,(null),(null),0,1
61-13,Paint,Other,(null),(null),0,1
61-21,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
61-21,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,0,1
61-21,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1
61-21,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,0,1
61-21,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
61-21,Foraminifera,Foraminifera,(null),(null),0,1
61-21,Paint,Other,(null),(null),0,1
61-25,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
61-25,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1
61-25,Cyttarocylis spp.,Ciliate,Cyttarocylis,spp.,0,1
61-25,Foraminifera,Foraminifera,(null),(null),0,1
61-25,Paint,Other,(null),(null),0,1
179-13,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,1,1
130-9,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
132-1,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,1,1
129-33,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),2,1
129-25,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,1,1
129-29,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
129-29,Flagellate <10 µm fusiform,Flagellate,(null),(null),1,1
129-29,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,2,1
129-29,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,2,1
129-25,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3,1
194-1,Foraminifera,Foraminifera,(null),(null),0,1
127-9,Coscinodiscus spp. > 80 µm,Centric diatom,Coscinodiscus,spp.,0,1
194-1,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
194-1,Tripos symmetricus,Dinoflagellate,Tripos (Tripoceratium),symmetricus,0,1
194-13,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
194-17,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,0,1
194-17,Codonellopsis spp.,Ciliate,Codonellopsis,spp.,0,1
177-1,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
177-1,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
177-1,Foraminifera,Foraminifera,(null),(null),0,1
177-5,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
177-5,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,0,1
177-5,Foraminifera,Foraminifera,(null),(null),0,1
177-9,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
177-9,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,0,1
177-9,Foraminifera,Foraminifera,(null),(null),0,1
177-65,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3,1
177-65,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,2,1
177-65,Tripos muelleri type,Dinoflagellate,Tripos (Tripoceratium),muelleri type,1,1
177-65,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,1,1
177-69,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,1
177-69,Tripos muelleri type,Dinoflagellate,Tripos (Tripoceratium),muelleri type,1,1
177-69,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,2,1
178-21,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
178-25,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),1,1
178-13,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,4,1
178-13,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,7,1
177-69,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
177-69,Pseudo-nitzschia spp.,Pennate diatom,Pseudo-nitzschia,spp.,1,1
178-13,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,2,1
178-17,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,5,1
178-17,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3,1
178-17,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,7,1
178-17,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,1,1
178-33,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
178-33,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,1
178-33,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
178-33,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,2,1
178-33,Nematocysts,Other,(null),(null),1,1
178-33,Silicoflagellate 4 points,Silicoflagellate,Dictyocha,spp.,1,1
178-29,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
178-29,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,3,1
178-37,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,2,1
178-37,Tripos muelleri type,Dinoflagellate,Tripos (Tripoceratium),muelleri type,2,1
178-37,Dictyocysta spp.,Ciliate,Dictyocysta,spp.,1,1
178-37,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,1
178-37,Thalassiosira spp.,Centric diatom,Thalassiosira,spp.,3,1
177-37,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
177-37,Foraminifera,Foraminifera,(null),(null),0,1
177-13,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,0,1
177-13,Foraminifera,Foraminifera,(null),(null),0,1
177-29,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
177-29,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,0,1
177-37,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,0,1
61-5,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,0,1
61-5,Paint,Other,(null),(null),0,1
177-45,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,0,1
177-45,Foraminifera,Foraminifera,(null),(null),0,1
178-81,Asterionellopsis glacialis,Pennate diatom,Asterionellopsis,glacialis,4,1
178-69,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,8,1
178-69,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,2,1
178-69,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,5,1
178-69,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,2,1
178-69,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,7,1
178-69,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,1,1
178-69,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,1,1
178-69,Dictyocha antarctica,Silicoflagellate,Dictyocha,antarctica,2,1
178-69,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,6,1
178-69,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,1,1
178-69,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,3,1
178-69,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,7,1
178-69,Protoperidinium grande,Dinoflagellate,Protoperidinium,grande,1,1
178-77,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,3,1
178-77,Tripos hexacanthus,Dinoflagellate,Tripos (Tripoceratium),hexacanthus,2,1
178-77,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,1,1
178-77,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
178-73,Tripos biceps,Dinoflagellate,Tripos (Amphiceratium),biceps,5,1
178-73,Tripos brevis,Dinoflagellate,Tripos (Tripoceratium),brevis,1,1
178-73,Tripos carriensis,Dinoflagellate,Tripos (Tripoceratium),carriensis,1,1
178-73,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,1
178-73,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,1,1
178-73,Tripos lunula,Dinoflagellate,Tripos (Tripoceratium),lunula,1,1
178-73,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,3,1
178-73,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,1
178-69,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,2,1
178-69,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,1,1
178-69,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),1,1
178-81,Chaetoceros (Hyalochaete),Centric diatom,Chaetoceros (Hyalochaete),spp.,1,1
178-73,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,1,1
178-81,Lauderia spp.,Centric diatom,Lauderia,spp.,1,1
177-61,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,0,1
177-61,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,0,1
177-69,Coscinodiscus spp. 100-150 µm,Centric diatom,Coscinodiscus,spp.,0,1
177-69,Foraminifera,Foraminifera,(null),(null),0,1
177-69,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,0,1
177-69,Radiolarian,Radiozoa,(null),(null),0,1
215-1,Ciliate (Inc. tintinnid),Ciliate,(null),(null),1,1
215-2,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,1,1
215-2,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,1,1
215-6,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
215-5,Chaetoceros (Phaeoceros),Centric diatom,Chaetoceros (Phaeoceros),spp.,1,1
215-5,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,1,1
215-5,Proboscia alata,Centric diatom,Proboscia,alata,2,1
215-5,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,1,1
215-6,Thalassiothrix spp.,Pennate diatom,Thalassiothrix,spp.,1,1
215-7,Cerataulina spp.,Centric diatom,Cerataulina,spp.,1,1
215-7,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,1
215-8,Cerataulina spp.,Centric diatom,Cerataulina,spp.,3,1
