SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,TAXON_PER_M3
24,Ostracod,NON-COPEPOD,Ostracod,(null),(null),113.1622
451,Ostracod,NON-COPEPOD,Ostracod,(null),(null),3.2148
476,Ostracod,NON-COPEPOD,Ostracod,(null),(null),3.5363
526,Ostracod,NON-COPEPOD,Ostracod,(null),(null),16.3215
469,Ostracod,NON-COPEPOD,Ostracod,(null),(null),13.6012
715,Ostracod,NON-COPEPOD,Ostracod,(null),(null),3.5363
542,Ostracod,NON-COPEPOD,Ostracod,(null),(null),39.2924
653,Ostracod,NON-COPEPOD,Ostracod,(null),(null),23.5755
632,Ostracod,NON-COPEPOD,Ostracod,(null),(null),3.2148
726,Ostracod,NON-COPEPOD,Ostracod,(null),(null),39.2924
747,Ostracod,NON-COPEPOD,Ostracod,(null),(null),3.5363
761,Ostracod,NON-COPEPOD,Ostracod,(null),(null),20.8019
805,Ostracod,NON-COPEPOD,Ostracod,(null),(null),163.2147
1079,Ostracod,NON-COPEPOD,Ostracod,(null),(null),35.3632
495,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),7.3673
498,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),6.4297
708,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,(null),(null),27.2024
102,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,332.4139
285,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,45.0077
287,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,6.4297
80,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,1.0104
79,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,1.0104
34,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,31.8269
33,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,1587.4139
165,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,0.7564
83,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,100.7851
86,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,1.7682
174,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,3.5363
183,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,74.2627
167,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,3.2148
299,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,3.2148
377,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,9.6445
475,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,77.799
481,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,44.6693
517,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,8.8408
518,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,30.6721
557,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,7.8585
558,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,369.3488
676,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,23.5755
741,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,205.7494
836,Penilia avirostris,NON-COPEPOD,Cladoceran,Penilia,avirostris,11.051
11,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,2.8291
40,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,3.5363
75,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,0.5052
488,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,1.7682
547,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,3.5363
563,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,3.2148
804,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,6.4297
285,Polychaete,NON-COPEPOD,Polychaete,(null),(null),77.156
292,Polychaete,NON-COPEPOD,Polychaete,(null),(null),3.2148
47,Polychaete,NON-COPEPOD,Polychaete,(null),(null),13.1349
79,Polychaete,NON-COPEPOD,Polychaete,(null),(null),8.083
36,Polychaete,NON-COPEPOD,Polychaete,(null),(null),51.4374
37,Polychaete,NON-COPEPOD,Polychaete,(null),(null),4.4204
82,Polychaete,NON-COPEPOD,Polychaete,(null),(null),61.0819
64,Polychaete,NON-COPEPOD,Polychaete,(null),(null),7.8585
83,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1.7682
39,Polychaete,NON-COPEPOD,Polychaete,(null),(null),24.7542
26,Polychaete,NON-COPEPOD,Polychaete,(null),(null),7.8585
181,Polychaete,NON-COPEPOD,Polychaete,(null),(null),17.6816
53,Polychaete,NON-COPEPOD,Polychaete,(null),(null),47.6043
5,Polychaete,NON-COPEPOD,Polychaete,(null),(null),12.8593
171,Polychaete,NON-COPEPOD,Polychaete,(null),(null),10.7161
109,Polychaete,NON-COPEPOD,Polychaete,(null),(null),17.6816
192,Polychaete,NON-COPEPOD,Polychaete,(null),(null),12.8593
185,Polychaete,NON-COPEPOD,Polychaete,(null),(null),2.5259
146,Polychaete,NON-COPEPOD,Polychaete,(null),(null),136.0122
130,Polychaete,NON-COPEPOD,Polychaete,(null),(null),9.6445
147,Polychaete,NON-COPEPOD,Polychaete,(null),(null),4.0415
71,Polychaete,NON-COPEPOD,Polychaete,(null),(null),5.239
149,Polychaete,NON-COPEPOD,Polychaete,(null),(null),31.4339
163,Polychaete,NON-COPEPOD,Polychaete,(null),(null),15.717
14,Polychaete,NON-COPEPOD,Polychaete,(null),(null),13.6012
388,Polychaete,NON-COPEPOD,Polychaete,(null),(null),3.1434
427,Polychaete,NON-COPEPOD,Polychaete,(null),(null),7.7721
431,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1.4145
432,Polychaete,NON-COPEPOD,Polychaete,(null),(null),4.0415
377,Polychaete,NON-COPEPOD,Polychaete,(null),(null),28.9335
407,Polychaete,NON-COPEPOD,Polychaete,(null),(null),19.289
410,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1.7682
384,Polychaete,NON-COPEPOD,Polychaete,(null),(null),7.8585
416,Polychaete,NON-COPEPOD,Polychaete,(null),(null),4.2864
435,Polychaete,NON-COPEPOD,Polychaete,(null),(null),7.8585
446,Polychaete,NON-COPEPOD,Polychaete,(null),(null),1.5717
460,Polychaete,NON-COPEPOD,Polychaete,(null),(null),27.5047
477,Polychaete,NON-COPEPOD,Polychaete,(null),(null),5.3045
561,Polychaete,NON-COPEPOD,Polychaete,(null),(null),2.0208
688,Polychaete,NON-COPEPOD,Polychaete,(null),(null),13.6012
712,Polychaete,NON-COPEPOD,Polychaete,(null),(null),6.2868
735,Polychaete,NON-COPEPOD,Polychaete,(null),(null),2.3575
737,Polychaete,NON-COPEPOD,Polychaete,(null),(null),2.3575
795,Polychaete,NON-COPEPOD,Polychaete,(null),(null),7.0726
815,Polychaete,NON-COPEPOD,Polychaete,(null),(null),16.0742
909,Polychaete,NON-COPEPOD,Polychaete,(null),(null),10.609
987,Polychaete,NON-COPEPOD,Polychaete,(null),(null),6.4297
34,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,498.6208
36,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,64.2967
82,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,67.5115
106,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,7.8585
119,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,3.1434
117,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,0.8841
733,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,19.289
478,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,7.2914
828,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,15.3753
291,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),1.6074
180,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),6.4297
182,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),12.8593
70,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),1.6001
76,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),0.1768
195,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),3.2148
434,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),7.8585
733,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),45.0077
525,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),40.8037
562,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),2.8291
728,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),7.0726
683,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),5.6581
677,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),9.4302
670,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),7.8585
708,Cavoliniidae body,NON-COPEPOD,Mollusc,(null),(null),408.0367
102,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3.5363
286,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),25.7187
295,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),321.4835
122,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),28.9335
50,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),11.7877
48,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),81.6073
20,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),10.609
151,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),15.9134
26,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3.9292
182,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),38.578
157,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),59.8454
70,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3.2003
191,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3.3595
2,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),0.2122
19,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),2.0208
296,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),19.289
147,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),8.083
58,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),15.717
388,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),1.5717
432,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3.0311
440,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),15.717
442,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),15.717
400,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),14.1453
422,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3.5363
512,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),7.0726
516,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),3.5363
518,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),19.8467
527,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),68.0061
461,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),180.0307
471,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),122.411
545,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),5.4405
632,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),28.9335
705,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),15.717
706,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23.5755
710,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),102.8747
778,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),15.717
787,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),38.578
827,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),63.6537
826,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),28.2905
908,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),17.8602
1084,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),10.881
1015,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),15.717
1074,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),83.5857
169,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),5.8939
293,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),6.4297
388,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),3.1434
415,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),6.4297
470,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),6.8006
631,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),5.4405
667,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),14.1453
993,Salpidae,NON-COPEPOD,Thaliacean,(null),(null),17.6816
80,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1.0104
37,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),4.4204
174,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1.7682
396,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),1.837
436,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),7.0726
407,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),3.2148
451,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),6.4297
617,Siphonophore,NON-COPEPOD,Cnidarian,(null),(null),2.5719
132,Tomopteris spp.,NON-COPEPOD,Polychaete,Tomopteris,spp.,3.2148
379,Tomopteris spp.,NON-COPEPOD,Polychaete,Tomopteris,spp.,1.7682
629,Tomopteris spp.,NON-COPEPOD,Polychaete,Tomopteris,spp.,2.2669
761,Tomopteris spp.,NON-COPEPOD,Polychaete,Tomopteris,spp.,20.8019
104,Acartia (Acanthacartia) sinjiensis f,COPEPOD,Copepod,Acartia (Acanthacartia),sinjiensis,17.9623
284,Clausocalanus parapergens f,COPEPOD,Copepod,Clausocalanus,parapergens,3.2148
49,Clausocalanus parapergens f,COPEPOD,Copepod,Clausocalanus,parapergens,1.4735
478,Clausocalanus parapergens f,COPEPOD,Copepod,Clausocalanus,parapergens,1.8228
813,Clausocalanus parapergens f,COPEPOD,Copepod,Clausocalanus,parapergens,6.4297
797,Agetus spp. f,COPEPOD,Copepod,Agetus,spp.,1.7682
5,Eucalanidae j,COPEPOD,Copepod,(null),(null),12.8593
192,Eucalanidae j,COPEPOD,Copepod,(null),(null),2.1432
99,Eucalanidae j,COPEPOD,Copepod,(null),(null),1.8135
133,Eucalanidae j,COPEPOD,Copepod,(null),(null),3.0943
21,Eucalanidae j,COPEPOD,Copepod,(null),(null),0.7073
299,Eucalanidae j,COPEPOD,Copepod,(null),(null),3.2148
443,Eucalanidae j,COPEPOD,Copepod,(null),(null),7.8585
387,Eucalanidae j,COPEPOD,Copepod,(null),(null),3.9292
450,Eucalanidae j,COPEPOD,Copepod,(null),(null),6.4297
476,Eucalanidae j,COPEPOD,Copepod,(null),(null),21.2179
498,Eucalanidae j,COPEPOD,Copepod,(null),(null),25.7187
524,Eucalanidae j,COPEPOD,Copepod,(null),(null),5.4405
473,Eucalanidae j,COPEPOD,Copepod,(null),(null),81.6073
628,Eucalanidae j,COPEPOD,Copepod,(null),(null),21.762
720,Eucalanidae j,COPEPOD,Copepod,(null),(null),7.8585
679,Eucalanidae j,COPEPOD,Copepod,(null),(null),12.8593
908,Eucalanidae j,COPEPOD,Copepod,(null),(null),10.7161
1088,Eucalanidae j,COPEPOD,Copepod,(null),(null),44.204
1006,Eucalanidae j,COPEPOD,Copepod,(null),(null),330.0563
284,Eucalanus elongatus f,COPEPOD,Copepod,Eucalanus,elongatus,3.2148
28,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,6.8006
283,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,0.442
474,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,13.6012
744,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,13.6012
1062,Labidocera spp. j,COPEPOD,Copepod,Labidocera,spp.,41.6037
34,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,7.0726
136,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,1.7682
101,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,3.6741
97,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,1.0104
489,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,0.5894
796,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,1.7682
813,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,6.4297
827,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,7.0726
884,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,7.8585
909,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,7.0726
975,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,12.8593
309,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,7.7721
396,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,1.4288
426,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,54.4049
436,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,21.2179
371,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,117.8773
425,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,81.6073
631,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,21.762
783,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,14.1453
786,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,7.8585
856,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,17.6816
979,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,50.5188
1084,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,10.881
1062,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,374.4337
141,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),15.717
112,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),91.9443
27,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),23.5755
203,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),442.0397
373,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),20.4018
423,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),7.217
424,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),2.8868
433,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),0.3328
443,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),7.8585
387,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),3.9292
397,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),2.2102
451,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),3.2148
490,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),183.3646
527,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),40.8037
558,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),15.717
531,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),4.7151
635,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),15.717
638,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),12.8593
652,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),16.3215
619,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),27.2024
645,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),38.578
727,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),6.4297
728,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),3.5363
703,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),10.609
701,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),47.1509
751,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),66.306
756,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),7.0726
782,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),14.1453
746,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),244.822
818,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),30.7506
826,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),14.1453
836,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),14.7347
807,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),7.0726
825,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),15.717
833,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),176.8159
868,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),25.7187
856,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),53.0448
863,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),3.1434
907,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),6.2868
873,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),78.5848
974,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),2.5719
874,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),10.609
1080,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),26.5224
1088,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),132.6119
284,Rhincalanus nasutus m,COPEPOD,Copepod,Rhincalanus,nasutus,3.2148
431,Sapphirina opalina m,COPEPOD,Copepod,Sapphirina,opalina,0.2829
64,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,133.5942
124,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,3.2148
303,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,14.1453
175,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1.7682
17,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,336.3431
125,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,119.6908
91,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,3.5363
195,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,35.3632
198,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,2.3575
200,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,16.0742
132,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,6.4297
63,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,3.5363
149,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,165.0282
163,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,7.8585
394,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,33.6792
58,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,23.5755
386,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,721.4089
432,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,2.0208
390,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,51.0801
404,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,13.6012
406,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,6.8006
385,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,64.6641
378,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,3.5363
367,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,64.2967
477,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,8.8408
506,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,500.9784
523,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,40.8037
554,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,184.5035
532,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,55.0094
542,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,58.9386
547,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,21.2179
666,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,21.2179
655,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,32.6429
564,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,77.156
631,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,16.3215
632,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,6.4297
675,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,2.3575
707,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,21.2179
709,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,40.8037
739,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,10.609
779,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,110.0188
780,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,56.5811
783,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,28.2905
769,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,7.0726
770,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1.6321
765,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,0.6472
775,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,15.717
786,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,31.4339
812,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,272.0245
826,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,7.0726
843,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,61.0819
857,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,56.5811
880,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,169.7433
900,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,12.8593
875,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,7.0726
877,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,15.717
871,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,25.7187
984,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,53.8135
1080,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,44.204
1069,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,1.4145
1000,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,18.8604
1046,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,7.7156
1149,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,4.7151
629,Copilia mirabilis f,COPEPOD,Copepod,Copilia,mirabilis,2.2669
153,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,1.263
110,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,19.289
