SPCODE,TAXONNAME,BV_CELL,MONT2001PGN_CELL,PGC_CELL,TROPHY
109777,Gymnodinium abbreviatum,737.23,32.1,169.58,NA
109815,Gymnodinium multistriatum,737.23,32.1,169.58,NA
109864,Gyrodinium ochraceum,30869.26,764.7,3611.9,NA
110009,Gonyaulax alaskensis,312.22,15.48,83.9,NA
110033,Gonyaulax pacifica,312.22,15.48,83.9,NA
110041,Gonyaulax spinifera cyst,23520.43,607.07,2890.86,NA
110043,Gonyaulax turbynei,312.22,15.48,83.9,NA
110073,Corythodinium diploconus,16755.15,455.18,2189.73,NA
110172,Scrippsiella trochoidea,6003.58,190.44,944.78,PP
110205,Protoperidinium achromaticum,17974.92,483.16,2319.45,NA
110240,Protoperidinium oceanicum,851698.14,12784.82,54666.04,PZ
110266,Pyrophacus horologicum,302057.6,5302.47,23388.76,PP
110302,Prorocentrum maximum,2047.27,76.4,391.44,NA
110321,Protoceratium reticulatum cyst,33510.29,819.9,3863.09,NA
110330,Pyrocystis lanceolata,37699.08,906.12,4254.3,NA
110334,Pyrocystis robusta,37699.08,906.12,4254.3,NA
115088,Phaeocystis spp.,113.1,,9,NA
115128,Chrysochromulina pringsheimii,2052.51,,,NA
134533,Micromonas spp.,4.19,,,NA
134558,Pyramimonas (Pyramimonas) propulsa,32.72,,,NA
146222,Flagellate <10 µm fusiform,65.45,,,NA
146537,Cyanobacteria,523.6,8,0.2,NA
146537,Cyanobacteria cluster,4188.79,8,0.2,PP
841753,Tripos recurvatus,,,,NA
841766,Tripos sumatranus,157079.5,3043.6,13691.01,NA
963520,Lithodesmium intricatum,,,,NA
601744,Katablepharis spp.,256.56,,,NA
610629,Nitzschia martiana,32300,304.09,1307.24,NA
610723,Planothidium frequentissium,1570.8,24.73,112.58,NA
613195,Navicula jeffreyae,14962.5,160.55,700.36,NA
616263,Sphenomonas angusta,,,,NA
616319,Navicula miniscula,14962.5,160.55,700.36,NA
619008,Chrysochromulina pachycylindra,268.08,,,NA
619312,Gymnodinium paulsenii,737.23,32.1,169.58,NA
619903,Cocconeis antiqua,2323.21,34.21,154.63,NA
620717,Isthmia minima,,,,NA
646009,Campylodiscus ornatus,32311.25,304.18,1307.61,NA
647049,Amphora peragallorum,195700.11,1356.39,5634.73,NA
655845,Protoperidinium wiesneri,77207.72,1665.35,7652.58,NA
664619,Protoperidinium fatulipes,77207.72,1665.35,7652.58,NA
699641,Auliscus sculptus,19634.94,201.18,873.05,NA
707551,Urgorri spp.,,,,NA
724314,Didymoeca costata,,,,NA
837446,Tripos setaceus,20943.93,550.12,2628.82,MP
838205,Tripos vultur,157079.5,3043.6,13691.01,MP
840628,Tripos dens,64926.19,1437.56,6640.27,NA
841202,Tripos declinatus,64926.19,1437.56,6640.27,NA
,Unidentified dinoflagellate cyst,301.59,15.03,81.56,NA
,Pollen,,,,NA
,Ocelli,,,,NA
,Starbursts,,,,NA
,Michaelsarsia spp.,,,,NA
,Ascampbelliella urceolata,,,,NA
,hairy flap,,,,NA
,Unid round green object,,,,NA
,Plastic,,,,NA
,Unid colony-forming autotroph 10-20 µm,,,,NA
,Dictyocha stapedia,,,,NA
