SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
796,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,1,2.26224
738,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1,0.509004
738,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,1,0.509004
738,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,1,0.509004
743,Calanopia elliptica f,COPEPOD,Copepod,Calanopia,elliptica,104724,1,0.2940912
743,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,3,0.2940912
743,Ditrichocorycaeus anglicus f,COPEPOD,Copepod,Ditrichocorycaeus,anglicus,128805,1,0.2940912
743,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,11,0.2940912
743,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,2,0.2940912
743,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,5,0.2940912
743,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,3,0.2940912
738,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,1,0.509004
781,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,4,0.28278
781,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.28278
781,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,54,0.28278
738,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,1,0.509004
738,Gastropod veliger,NON-COPEPOD,Mollusc,(null),(null),101,1,0.509004
738,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1,0.509004
781,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,1,0.28278
781,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,34,0.28278
799,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,1,0.254502
799,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,2,0.254502
795,Trochophore larvae,NON-COPEPOD,Polychaete,(null),(null),882,1,0.56556
783,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,3,0.28278
783,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,2,0.28278
783,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,13,0.28278
783,Fritillaria haplostoma,NON-COPEPOD,Appendicularian,Fritillaria,haplostoma,103382,4,0.28278
783,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,27,0.28278
783,Ophiopluteus,NON-COPEPOD,Echinoderm,(null),(null),1806,3,0.28278
799,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.254502
800,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.70695
800,Calanoid j,COPEPOD,Copepod,(null),(null),1100,31,0.70695
800,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,0.70695
800,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,21,0.70695
800,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.70695
800,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.70695
800,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.70695
800,Fritillaria haplostoma,NON-COPEPOD,Appendicularian,Fritillaria,haplostoma,103382,14,0.70695
800,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,2,0.70695
800,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,21,0.70695
800,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),1371,1,0.70695
798,Calanoid j,COPEPOD,Copepod,(null),(null),1100,50,0.254502
798,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,0.254502
798,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,1,0.254502
798,Oithona attenuata f,COPEPOD,Copepod,Oithona,attenuata,220944,1,0.254502
798,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,2,0.254502
798,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2,0.254502
798,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,3,0.254502
798,Pterosagitta draco,NON-COPEPOD,Chaetognath,Pterosagitta,draco,105430,1,0.254502
799,Evadne spinifera f,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,1,0.254502
799,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,1,0.254502
799,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,32,0.254502
785,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.311058
754,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,1,0.84834
754,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,2,0.84834
754,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,5,0.84834
754,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,4,0.84834
785,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,1,0.311058
785,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,2,0.311058
833,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,2,0.1583568
806,Calanus australis f,COPEPOD,Copepod,Calanus,australis,345760,2,0.84834
754,Nyctiphanes australis,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,237863,8,0.84834
801,Ditrichocorycaeus erythraeus f,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,1,0.28278
801,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,3,0.28278
801,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,10,0.28278
801,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,65,0.28278
801,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,1,0.28278
801,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,6,0.28278
801,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.28278
801,Caridea zoea,NON-COPEPOD,Decapod,(null),(null),106674,1,0.28278
801,Foraminifera,NON-COPEPOD,Foraminifera,(null),(null),1410,1,0.28278
833,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,15,0.1583568
833,Sapphirina spp. j,COPEPOD,Copepod,Sapphirina,spp.,128722,1,0.1583568
833,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,1,0.1583568
808,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,6,0.1809792
808,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,6,0.1809792
808,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,220944,2,0.1809792
826,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,5,0.56556
826,Corycaeus crassiusculus f,COPEPOD,Copepod,Corycaeus,crassiusculus,128799,1,0.56556
808,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,1,0.1809792
826,Oncaea spp. m <0.4mm,COPEPOD,Copepod,Oncaea,spp.,128690,3,0.56556
826,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,2,0.56556
826,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,3,0.56556
826,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,9,0.56556
758,Calanoid j,COPEPOD,Copepod,(null),(null),1100,144,0.28278
758,Ditrichocorycaeus asiaticus f,COPEPOD,Copepod,Ditrichocorycaeus,asiaticus,358328,1,0.28278
758,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,2,0.28278
758,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.28278
758,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,2,0.28278
820,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.2940912
820,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,3,0.2940912
820,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,11,0.2940912
820,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,7,0.2940912
820,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,3,0.2940912
784,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.56556
784,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,18,0.56556
784,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,(null),(null),1371,1,0.56556
780,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,4,0.14139
780,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,7,0.14139
780,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,15,0.14139
780,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,10,0.14139
780,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,2,0.14139
780,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,9,0.14139
985,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,3,0.5203152
985,Calanoid j,COPEPOD,Copepod,(null),(null),1100,110,0.5203152
985,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,3,0.5203152
985,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,54,0.5203152
985,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,2,0.5203152
985,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,4,0.5203152
985,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,10,0.5203152
985,Anomuran zoea,NON-COPEPOD,Decapod,(null),(null),106671,1,0.5203152
985,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,1,0.5203152
985,Fish egg,NON-COPEPOD,Fish,(null),(null),11676,1,0.5203152
985,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,1,0.5203152
1083,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.1470456
1083,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,16,0.1470456
1083,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,13,0.1470456
1083,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,9,0.1470456
1083,Isopod j,NON-COPEPOD,Isopod,(null),(null),1131,1,0.1470456
1062,Ditrichocorycaeus andrewsi f,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,128804,1,0.1922904
1062,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,8,0.1922904
1062,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,5,0.1922904
1062,Oithona attenuata f,COPEPOD,Copepod,Oithona,attenuata,220944,7,0.1922904
1062,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,8,0.1922904
1078,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,0.226224
1078,Clausocalanus farrani f (<1.00mm),COPEPOD,Copepod,Clausocalanus,farrani,220843,1,0.226224
1078,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,0.226224
1078,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,5,0.226224
1076,Acartia (Acanthacartia) fossae f,COPEPOD,Copepod,Acartia (Acanthacartia),fossae,345933,3,0.452448
1076,Candacia bradyi f,COPEPOD,Copepod,Candacia,bradyi,346234,1,0.452448
1076,Euchaeta longicornis f,COPEPOD,Copepod,Euchaeta,longicornis,346439,1,0.452448
1076,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,0.452448
1076,Oncaea spp. m >0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.452448
1076,Paracalanus aculeatus f,COPEPOD,Copepod,Paracalanus,aculeatus,104681,1,0.452448
1076,Paracalanus spp. i,COPEPOD,Copepod,Paracalanus,spp.,104196,2,0.452448
1076,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,16,0.452448
1076,Cyttarocylis ampulla f. cassis,NON-COPEPOD,Ciliophora,Cyttarocylis,ampulla f. cassis,736284,3,0.452448
1062,Ostracod,NON-COPEPOD,Ostracod,(null),(null),1078,2,0.1922904
1069,Calocalanus plumulosus f,COPEPOD,Copepod,Calocalanus,plumulosus,211848,1,2.8278
1069,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,1,2.8278
1069,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,2.8278
1078,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,6,0.226224
1069,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,2.8278
1069,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,1,2.8278
1069,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,2,2.8278
1069,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,12,2.8278
1069,Ctenophore,NON-COPEPOD,Ctenophore,(null),(null),1248,1,2.8278
1069,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,44,2.8278
1069,Xystonella treforti,NON-COPEPOD,Ciliophora,Xystonella,treforti,196855,6,2.8278
1149,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,3,0.84834
1149,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,52,0.84834
1078,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1,0.226224
1078,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,3,0.226224
1078,Polychaete,NON-COPEPOD,Polychaete,(null),(null),883,2,0.226224
1078,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,14,0.226224
1149,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,21,0.84834
1074,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,346030,1,0.622116
1074,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,1,0.622116
1074,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,28,0.622116
1074,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,8,0.622116
1074,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2,0.622116
1074,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,7,0.622116
868,Calanoid j,COPEPOD,Copepod,(null),(null),1100,49,0.622116
868,Lucicutia flavicornis m,COPEPOD,Copepod,Lucicutia,flavicornis,104597,1,0.622116
868,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,24,0.622116
868,Nauplii harpacticoid,COPEPOD,Copepod,(null),(null),1102,9,0.622116
843,Acrocalanus spp. f,COPEPOD,Copepod,Acrocalanus,spp.,104192,2,1.244232
843,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,6,1.244232
843,Nauplii copepod,COPEPOD,Copepod,(null),(null),1080,18,0.622116
843,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,128691,2,0.622116
843,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,137246,2,0.622116
868,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,0.622116
857,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,2,0.56556
857,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,0.56556
857,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,7,0.56556
857,Oithona decipiens f,COPEPOD,Copepod,Oithona,decipiens,106644,2,0.56556
857,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,9,0.56556
857,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,4,0.56556
857,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,1,0.56556
868,Climacocylis scalaria,NON-COPEPOD,Ciliophora,Climacocylis,scalaria,183548,1,0.622116
868,Cyttarocylis ampulla,NON-COPEPOD,Ciliophora,Cyttarocylis,ampulla,723504,1,0.622116
868,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,19,0.622116
869,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,2,0.622116
869,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,1,0.622116
869,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,5,0.622116
869,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.622116
869,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,34,0.622116
869,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,1,0.622116
869,Paracalanus spp. j,COPEPOD,Copepod,Paracalanus,spp.,104196,1,0.622116
869,Parvocalanus crassirostris m,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,2,0.622116
869,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,1,0.622116
869,Euconchoecia spp.,NON-COPEPOD,Ostracod,Euconchoecia,spp.,127538,1,0.622116
869,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,1,0.622116
868,Flaccisagitta enflata,NON-COPEPOD,Chaetognath,Flaccisagitta,enflata,105434,1,0.622116
868,Rhabdonella spiralis,NON-COPEPOD,Ciliophora,Rhabdonella,spiralis,235763,2,0.622116
868,Thalia democratica agg,NON-COPEPOD,Thaliacean,Thalia,democratica,137279,1,0.622116
868,Thalia democratica sol,NON-COPEPOD,Thaliacean,Thalia,democratica,137279,1,0.622116
876,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,17,0.254502
876,Oithona decipiens f,COPEPOD,Copepod,Oithona,decipiens,106644,1,0.254502
876,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,1,0.254502
874,Calocalanus spp. j,COPEPOD,Copepod,Calocalanus,spp.,104193,3,1.13112
874,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.56556
874,Oithona setigera f,COPEPOD,Copepod,Oithona,setigera,106655,2,1.13112
874,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,3,1.13112
857,Sergestid protozoea,NON-COPEPOD,Decapod,(null),(null),106731,1,0.56556
857,Trochophore larvae,NON-COPEPOD,Polychaete,(null),(null),882,1,0.56556
874,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,2,1.13112
876,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,29,0.254502
876,Penilia avirostris f gravid,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,23,0.254502
876,Pluteus larva,NON-COPEPOD,Echinoderm,(null),(null),1806,2,0.254502
1017,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,(null),(null),146142,2,0.509004
1017,Facetotecta nauplii,NON-COPEPOD,Thecostraca,(null),(null),150305,1,0.509004
881,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,1,0.28278
881,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,3,0.28278
881,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,1,0.28278
1017,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,41,0.509004
1017,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,2,0.509004
1017,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,4,0.509004
1017,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,17,0.509004
1017,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,1,0.509004
1074,Fish larvae,NON-COPEPOD,Fish,(null),(null),11676,1,0.622116
1074,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,4,0.622116
1138,Calanus australis m,COPEPOD,Copepod,Calanus,australis,345760,7,0.84834
1138,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.84834
1138,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,55,0.84834
1086,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,13,0.735228
1086,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,2,0.735228
1086,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,7,0.735228
1086,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,1,0.735228
1146,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,7,0.56556
1146,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,9,1.69668
1146,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,(null),(null),1103,14,0.56556
1146,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,5,1.69668
1146,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,1,0.56556
1146,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,2,1.69668
1146,Colonial ascidian larvae,NON-COPEPOD,Ascidian,(null),(null),1839,1,0.56556
1146,Rhabdonella spiralis,NON-COPEPOD,Ciliophora,Rhabdonella,spiralis,235763,1,0.56556
1022,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,3,0.2940912
1022,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,16,0.2940912
1022,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,43,0.2940912
1022,Chaetognatha,NON-COPEPOD,Chaetognath,(null),(null),2081,27,0.2940912
1022,Gastropod,NON-COPEPOD,Mollusc,(null),(null),101,1,0.2940912
859,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,0.84834
859,Calanoid j,COPEPOD,Copepod,(null),(null),1100,54,0.84834
859,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,0.84834
859,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,3,0.84834
859,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,3,0.84834
859,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,1,0.84834
859,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,5,0.84834
1065,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,4,15.83568
1065,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,1,4.52448
1065,Nauplii calanoid,COPEPOD,Copepod,(null),(null),1100,21,10.18008
1065,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,18,10.18008
1065,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,47,10.18008
972,Calanoid j,COPEPOD,Copepod,(null),(null),1100,28,0.84834
972,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,3,0.84834
858,Acartia (Acartia) negligens f,COPEPOD,Copepod,Acartia (Acartia),negligens,346030,1,0.226224
831,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,8,0.28278
831,Oncaea venusta complex f,COPEPOD,Copepod,Oncaea,venusta complex,128954,1,0.28278
831,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.28278
831,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,1,0.28278
858,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.226224
858,Polychaete larvae,NON-COPEPOD,Polychaete,(null),(null),883,14,0.226224
972,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,2,0.84834
972,Barnacle nauplii,NON-COPEPOD,Cirripedia,(null),(null),1082,1,0.84834
972,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,3,0.84834
972,Oikopleuridae,NON-COPEPOD,Appendicularian,(null),(null),103356,3,0.84834
1085,Calanoid j,COPEPOD,Copepod,(null),(null),1100,94,0.735228
1085,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,0.735228
1085,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,1,0.735228
1085,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,1,0.735228
1085,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,1,0.735228
1085,Ditrichocorycaeus erythraeus m,COPEPOD,Copepod,Ditrichocorycaeus,erythraeus,764981,1,0.735228
1085,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,116116,1,0.735228
1085,Oncaea clevei f,COPEPOD,Copepod,Oncaea,clevei,354022,1,0.735228
1085,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,7,0.735228
1085,Bivalve,NON-COPEPOD,Mollusc,(null),(null),105,1,0.735228
1085,Fritillariidae,NON-COPEPOD,Appendicularian,(null),(null),103354,23,0.735228
1085,Prosobranch,NON-COPEPOD,Mollusc,(null),(null),102,2,0.735228
815,Eucalanidae j,COPEPOD,Copepod,(null),(null),104085,5,0.622116
815,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,3,1.244232
815,Nannocalanus minor m,COPEPOD,Copepod,Nannocalanus,minor,104469,1,0.622116
815,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,2,1.244232
815,Cavoliniidae shell,NON-COPEPOD,Mollusc,(null),(null),23000,3,1.244232
837,Corycaeidae j,COPEPOD,Copepod,(null),(null),128569,3,0.1470456
837,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,3,0.1470456
