TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
PHB20170716,Ctenophore,NON-COPEPOD,Ctenophore,,,1248,4.7151
ROT20170914,Ctenophore,NON-COPEPOD,Ctenophore,,,1248,15.717
ROT20180719,Ctenophore,NON-COPEPOD,Ctenophore,,,1248,15.717
ROT20190306,Ctenophore,NON-COPEPOD,Ctenophore,,,1248,7.8585
YON20190826,Ctenophore,NON-COPEPOD,Ctenophore,,,1248,7.0726
NSI20120213,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,,,135338,6.4297
MAI20170801,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,,,135338,0.3627
IIOE20190604,Siphonophore diphyidae,NON-COPEPOD,Cnidarian,,,135338,7.0726
MAI20130424,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,19.8918
PHB20140211,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,33.502
PHB20160201,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,3.5363
PHB20170321,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,7.0726
PHB20171024,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,5.3045
MAI20180301,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,42.4358
MAI20190106,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,26.5224
PHB20190827,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,7.0726
MAI20200928,Podon intermedius f,NON-COPEPOD,Cladoceran,Podon,intermedius,106276,18.8604
MAI20140205,Evadne nordmanni f gravid,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,23.2652
MAI20140915,Evadne nordmanni f gravid,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,14.1453
ROT20160223,Cladoceran,NON-COPEPOD,Cladoceran,,,1076,7.8585
NSI20140725,Centropages gracilis f,COPEPOD,Copepod,Centropages,gracilis,220903,3.2148
ROT20100924,Copepod j,COPEPOD,Copepod,,,1080,652.2542
DAR20111005,Parvocalanus crassirostris i,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,0.9823
YON20201209,Thalia spp.,NON-COPEPOD,Thaliacean,Thalia,spp.,137236,35.3632
NSI20150119,Alciopidae,NON-COPEPOD,Polychaete,,,932,6.4297
PHB20180724,Alciopidae,NON-COPEPOD,Polychaete,,,932,7.0726
NSI20131016,Radiozoa,NON-COPEPOD,Radiozoa,,,196831,25.7187
ROT20140519,Radiozoa,NON-COPEPOD,Radiozoa,,,196831,7.8585
PHB20170614,Radiozoa,NON-COPEPOD,Radiozoa,,,196831,7.0726
PHB20200630,Radiozoa,NON-COPEPOD,Radiozoa,,,196831,2.8291
ROT20200605,Radiozoa,NON-COPEPOD,Radiozoa,,,196831,8.8408
DAR20130617_0800,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,5.1251
YON20130611,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,13.6012
ROT20160324,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,3.1434
PHB20170716,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,4.7151
YON20170426,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,14.1453
NSI20180123,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,6.4297
PHB20171211,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,7.217
PHB20180528,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,14.1453
PHB20190121,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,3.5363
PHB20181120,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,7.0726
NSI20200228,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,6.4297
NSI20200817,Siphonophore / nectophore,NON-COPEPOD,Cnidarian,,,1371,6.4297
NSI20151027,Pelagobia longicirrata,NON-COPEPOD,Polychaete,Pelagobia,longicirrata,130219,6.4297
NSI20180417,Pelagobia longicirrata,NON-COPEPOD,Polychaete,Pelagobia,longicirrata,130219,6.4297
MAI20170801,Nyctiphanes australis,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,237863,0.1813
MAI20180919,Nyctiphanes australis,NON-COPEPOD,Euphausiid,Nyctiphanes,australis,237863,4.7151
YON20150430,Diphyes chamissonis,NON-COPEPOD,Cnidarian,Diphyes,chamissonis,287246,2.2669
ESP20101013,Chelophyes appendiculata,NON-COPEPOD,Cnidarian,Chelophyes,appendiculata,135417,2.6195
NIN20130209,Eudoxoides spiralis,NON-COPEPOD,Cnidarian,Eudoxoides,spiralis,135424,14.1453
PHB20130514,Eudoxoides spiralis,NON-COPEPOD,Cnidarian,Eudoxoides,spiralis,135424,0.0832
MAI20160303,Eudoxoides spiralis,NON-COPEPOD,Cnidarian,Eudoxoides,spiralis,135424,4.7151
ROT20110324,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,4.4906
NIN20111107,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,28.2905
ROT20110725,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,31.4339
NSI20140623,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,3.2148
NSI20140901,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,7.7156
NSI20170117,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,6.4297
NSI20150119,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,3.2148
PHB20150225,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,3.5363
NSI20160822,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,3.2148
PHB20180326,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,7.0726
YON20180817,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,17.6816
ROT20180921,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,3.1434
PHB20190923,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,4.7151
PHB20190729,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,10.609
YON20190808,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,35.3632
ROT20191011,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,35.3632
YON20200116,Oithona similis f,COPEPOD,Copepod,Oithona,similis,106656,149.6135
ROT20120329,Lensia spp.,NON-COPEPOD,Cnidarian,Lensia,spp.,135365,7.8585
PHB20170716,Oncaea venusta typica m,COPEPOD,Copepod,Oncaea,venusta typica,363803,4.7151
NSI20190322,Oncaea venusta typica m,COPEPOD,Copepod,Oncaea,venusta typica,363803,6.4297
PHB20180905,Oncaea venusta typica m,COPEPOD,Copepod,Oncaea,venusta typica,363803,3.5363
ROT20101215,Ditrichocorycaeus minimus f,COPEPOD,Copepod,Ditrichocorycaeus,minimus,128808,5.239
DAR20180509,Ditrichocorycaeus minimus f,COPEPOD,Copepod,Ditrichocorycaeus,minimus,128808,22.102
DAR20190529,Nauplii crustracean,NON-COPEPOD,Decapod,,,1066,25.2594
PHB20090223,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,3.5363
PHB20090518,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,3.0311
YON20091215,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,5.6581
ROT20100617,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,3.1434
NSI20110119,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,8.5729
YON20101101,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,1.6001
MAI20110118,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,3.5363
MAI20110328,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,19.1551
NSI20110623,Oncaea clevei complex f,COPEPOD,Copepod,Oncaea,clevei complex,354022,6.4297
ROT20110224,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2.2453
NSI20111013,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,9.6445
PHB20120717,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2.8291
NSI20120821,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,6.4297
NIN20130209,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,28.2905
NSI20121114,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,32.1483
MAI20130611,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,24.3122
ROT20121126,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,23.5755
NSI20131212,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,51.4374
NSI20131121,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,102.8747
ROT20140227,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,7.8585
NSI20150512,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,11.0223
KAI20150408,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,28.2905
NSI20150624,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,3.2148
KAI20150629,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,5.6581
NSI20160318,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,16.0742
ROT20160324,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,2.2453
NSI20160120,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,19.289
PHB20160502,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,3.5363
MAI20160831,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,11.0019
NSI20170217,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,12.8593
ROT20161214,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,14.1453
NSI20170627,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,12.8593
ROT20170331,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,47.1509
PHB20170921,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,7.0726
PHB20180221,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,7.0726
MAI20180315,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,84.8716
PHB20180528,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,14.1453
YON20180817,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,17.6816
ROT20190306,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,7.8585
PHB20190626,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,3.5363
MAI20190925,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,9.4302
IIOE20190522,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,24.7542
KAI20190909,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,14.1453
NSI20190118,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,7.0726
ROT20200814,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,8.8408
PHB20191028,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,3.5363
NSI20200817,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,12.8593
NSI20201221,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,6.4297
ESP20110120,Oithona brevicornis f,COPEPOD,Copepod,Oithona,brevicornis,106643,19.6462
PHB20121218,Oithona brevicornis f,COPEPOD,Copepod,Oithona,brevicornis,106643,5.3045
ESP20120309,Oithona brevicornis f,COPEPOD,Copepod,Oithona,brevicornis,106643,62.8679
PHB20140120,Oithona brevicornis f,COPEPOD,Copepod,Oithona,brevicornis,106643,1.8228
DAR20150203_0030,Oithona brevicornis f,COPEPOD,Copepod,Oithona,brevicornis,106643,15.3753
PHB20141208,Oithona brevicornis f,COPEPOD,Copepod,Oithona,brevicornis,106643,7.254
YON20191202,Magelona spp.,NON-COPEPOD,Polychaete,Magelona,spp.,129341,17.6816
ESP20121212,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,39.2924
NSI20141020,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,70.7264
YON20150430,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,4.5337
YON20150923,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,5.4405
YON20150618,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,21.762
YON20160122,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,13.6012
NSI20170424,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,83.5857
YON20170322,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,28.2905
YON20170906,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,14.1453
YON20180602,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,1.4145
PHB20190827,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,3.5363
YON20190124,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,14.1453
PHB20200609,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,1.4145
ROT20200520,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,26.5224
KAI20201123,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,6.0623
NIN20120827,Canthocalanus pauper CV,COPEPOD,Copepod,Canthocalanus,pauper,220834,11.3162
ROT20160527,Canthocalanus pauper CV,COPEPOD,Copepod,Canthocalanus,pauper,220834,7.8585
PHB20110619,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,104469,0.7073
NSI20111116,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,104469,3.2148
NSI20130418,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,104469,1.837
MAI20150224,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,104469,17.9173
MAI20160321,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,104469,23.5755
MAI20180301,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,104469,4.7151
PHB20110517,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,117267,0.1768
YON20131114,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,117267,13.6012
NSI20160517,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,117267,6.4297
YON20140820,Centropages gracilis m,COPEPOD,Copepod,Centropages,gracilis,220903,1.8135
PHB20170205,Centropages bradyi j,COPEPOD,Copepod,Centropages,bradyi,104491,3.5363
MAI20170801,Centropages bradyi j,COPEPOD,Copepod,Centropages,bradyi,104491,0.1813
PHB20180221,Centropages bradyi j,COPEPOD,Copepod,Centropages,bradyi,104491,7.0726
MAI20151216,Paracalanus indicus i,COPEPOD,Copepod,Paracalanus,indicus,104683,2.3575
MAI20190430,Paracalanus indicus i,COPEPOD,Copepod,Paracalanus,indicus,104683,4.7151
IIOE20190526,Agetus spp. j,COPEPOD,Copepod,Agetus,spp.,128633,10.609
NSI20120620,Oithona australis f,COPEPOD,Copepod,Oithona,australis,353988,16.0742
DAR20170715_0630,Oithona australis f,COPEPOD,Copepod,Oithona,australis,353988,44.204
ROT20130423,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,3.9292
NIN20121107,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,20.2075
NSI20140725,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,3.2148
PHB20140515,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,4.2436
PHB20140716,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,3.5363
PHB20140824,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,2.3575
NSI20150731,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,3.2148
PHB20170321,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,7.0726
PHB20171024,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,1.7682
NSI20180718,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,6.4297
IIOE20190522,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,1.7682
IIOE20190525,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,17.6816
NSI20181023,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,6.4297
IIOE20190529,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,35.3632
PHB20190827,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,3.5363
YON20200802,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,5.4405
DAR20110627,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,220944,65.8941
NSI20130806,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,220944,4.2864
NSI20130706,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,220944,12.8593
DAR20180209_0030,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,220944,261.9495
NSI20200917,Oithona attenuata stocky f,COPEPOD,Copepod,Oithona,attenuata stocky,220944,6.4297
YON20120208,Acrocalanus spp. j,COPEPOD,Copepod,Acrocalanus,spp.,104192,2.7202
NSI20130326,Acrocalanus spp. j,COPEPOD,Copepod,Acrocalanus,spp.,104192,6.4297
NSI20160517,Acrocalanus spp. j,COPEPOD,Copepod,Acrocalanus,spp.,104192,6.4297
YON20181213,Acrocalanus spp. j,COPEPOD,Copepod,Acrocalanus,spp.,104192,28.2905
YON20130220,Branchiostoma spp.,NON-COPEPOD,Cephalochordate,Branchiostoma,spp.,104902,13.6012
DAR20150316,Branchiostoma spp.,NON-COPEPOD,Cephalochordate,Branchiostoma,spp.,104902,8.8408
DAR20180209_0030,Branchiostoma spp.,NON-COPEPOD,Cephalochordate,Branchiostoma,spp.,104902,43.6582
ROT20140227,Lingula spp. larvae,NON-COPEPOD,Brachiopod,Lingula,spp.,235158,7.8585
IIOE20190531,Doliolidae,NON-COPEPOD,Thaliacean,,,137215,3.5363
NSI20170927,Oithona plumifera j,COPEPOD,Copepod,Oithona,plumifera,106652,12.8593
ROT20190621,Paracalanus denudatus f,COPEPOD,Copepod,Paracalanus,denudatus,104682,9.4302
YON20190313,Paracalanus denudatus f,COPEPOD,Copepod,Paracalanus,denudatus,104682,28.2905
YON20190703,Paracalanus denudatus f,COPEPOD,Copepod,Paracalanus,denudatus,104682,5.4405
ROT20201013,Paracalanus denudatus f,COPEPOD,Copepod,Paracalanus,denudatus,104682,8.8408
ROT20201106,Paracalanus denudatus f,COPEPOD,Copepod,Paracalanus,denudatus,104682,17.6816
MAI20170921,Caridea zoea,NON-COPEPOD,Decapod,,,106674,0.943
ROT20180511,Caridea zoea,NON-COPEPOD,Decapod,,,106674,3.6837
IIOE20190531,Caridea zoea,NON-COPEPOD,Decapod,,,106674,3.5363
DAR20200511,Caridea zoea,NON-COPEPOD,Decapod,,,106674,20.8019
YON20131205,Pilidium larvae,NON-COPEPOD,Nemertean,,,557238,27.2024
YON20141209,Pilidium larvae,NON-COPEPOD,Nemertean,,,557238,6.8006
YON20150601,Pilidium larvae,NON-COPEPOD,Nemertean,,,557238,5.4405
NSI20150817,Pilidium larvae,NON-COPEPOD,Nemertean,,,557238,6.4297
ROT20171103,Pilidium larvae,NON-COPEPOD,Nemertean,,,557238,15.717
NSI20161019,Terebellidae,NON-COPEPOD,Polychaete,,,982,12.8593
ROT20200520,Paracalanus spp. i,COPEPOD,Copepod,Paracalanus,spp.,104196,17.6816
PHB20171211,Evadne spinifera m,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,28.8679
YON20170426,Ditrichocorycaeus minimus m,COPEPOD,Copepod,Ditrichocorycaeus,minimus,128808,6.2868
DAR20190529,Ditrichocorycaeus minimus m,COPEPOD,Copepod,Ditrichocorycaeus,minimus,128808,50.5188
KAI20120215,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,150205,2.0208
ROT20130321,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,150205,15.717
MAI20130821,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,150205,2.6121
ROT20180511,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,150205,3.6837
PHB20180326,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,150205,3.5363
PHB20180927,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,150205,7.0726
MAI20200223,Cyttarocylis spp.,NON-COPEPOD,Ciliophora,Cyttarocylis,spp.,150205,4.7151
ROT20121019,Brachyuran megalopa,NON-COPEPOD,Decapod,,,106673,1.5717
MAI20120119,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,17.6816
NSI20130806,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,12.8593
YON20121219,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,13.6012
ROT20120727,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,23.5755
ROT20120824,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,70.7264
ESP20120612,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,94.3018
NSI20130819,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,66.4399
NSI20130706,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,45.0077
MAI20130424,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,11.051
ROT20140227,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,39.2924
PHB20131202,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,22.9861
DAR20140906_0030,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,73.6733
YON20140717,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,6.8006
YON20131205,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,27.2024
ROT20141119,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,39.2924
NSI20141223,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,102.8747
PHB20141208,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,12.6945
YON20150923,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,5.4405
DAR20150804_0430,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,2431.2186
PHB20150330,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,28.2905
YON20160122,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,6.8006
PHB20160502,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,3.5363
YON20170906,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,14.1453
ROT20180620,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,7.8585
ROT20190306,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,15.717
ROT20190711,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,30.7506
YON20190917,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,7.0726
NSI20200528,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,2.5719
ROT20200520,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,8.8408
ESP20111130,Undella spp.,NON-COPEPOD,Ciliophora,Undella,spp.,235764,7.8585
PHB20140911,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,417162,1.8042
PHB20151013,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,417162,28.2905
PHB20151115,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,417162,3.5363
KAI20170908,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,417162,3.5363
NSI20191024,Codonellopsis orthoceras,NON-COPEPOD,Ciliophora,Codonellopsis,orthoceras,417162,12.8593
YON20160823,Calanidae j,COPEPOD,Copepod,,,104079,625.6563
YON20201209,Calanidae j,COPEPOD,Copepod,,,104079,707.2636
MAI20150224,Cephalopoda j,NON-COPEPOD,Cephalopod,,,11707,0.943
YON20141120,Cephalopoda j,NON-COPEPOD,Cephalopod,,,11707,6.8006
NSI20190416,Oithona decipiens f,COPEPOD,Copepod,Oithona,decipiens,106644,12.8593
MAI20151216,Mesocalanus spp. CV,COPEPOD,Copepod,Mesocalanus,spp.,104153,4.7151
PHB20181218,Mesocalanus spp. CV,COPEPOD,Copepod,Mesocalanus,spp.,104153,3.9292
ROT20190507,Paracalanus nanus f,COPEPOD,Copepod,Paracalanus,nanus,104684,47.1509
IIOE20190529,Delibus spp. m,COPEPOD,Copepod,Delibus,spp.,363904,3.5363
NSI20170627,Haloptilus longicornis f,COPEPOD,Copepod,Haloptilus,longicornis,104431,6.4297
IIOE20190602,Haloptilus longicornis f,COPEPOD,Copepod,Haloptilus,longicornis,104431,3.5363
NSI20200528,Haloptilus longicornis f,COPEPOD,Copepod,Haloptilus,longicornis,104431,2.5719
NSI20131121,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,12.8593
PHB20160615,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,14.1453
PHB20141021,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,14.1453
NSI20160623,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,12.8593
KAI20160915,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,53.0448
NSI20160720,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,12.8593
PHB20170517,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,14.1453
PHB20191118,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,7.0726
PHB20130915,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,1.9245
ESP20130725,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,2.2453
PHB20131027,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,24.7542
KAI20140507,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,7.0726
PHB20140612,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,43.7483
